1019_1424_0,-9167452331106809451380736.000000
1019_1521_0,-4294510867107855936258048.000000
1019_1562_0,-8827185659729844444856320.000000
1019_1567_1,-85465771810901475721216.000000
1019_1571_0,-7766436991606286232584192.000000
1019_1895_0,-5734236132208703294144512.000000
101_1084_0,-3044463239196750947287040.000000
101_1086_0,-5390726505800512951025664.000000
101_1095_0,-6692461653612775669235712.000000
101_1108_1,-5093875608521071885549568.000000
101_1173_0,-4523030919502187051614208.000000
101_1175_0,-1246317238262056253128704.000000
101_1423_0,-3415854499406575581528064.000000
1020_1100_0,-6156874710193779639320576.000000
1020_1102_0,-5724880737617915724955648.000000
1020_1163_0,-4294510867107855936258048.000000
1020_1192_0,-2108777181747451608956928.000000
1020_1197_0,-4294510867107855936258048.000000
1020_1253_0,-3151519932756283849965568.000000
1020_1254_0,-9167452331106809451380736.000000
1020_1424_0,-14932478578754991339601920.000000
1020_1521_1,7111593153809802533535744.000000
1020_1562_0,-9167452331106809451380736.000000
1020_1567_0,-4294510867107855936258048.000000
1020_1571_0,-7766436991606286232584192.000000
1020_1895_0,-4748453858647934660247552.000000
1021_1163_0,-12322823394606473856155648.000000
1021_1192_0,-12322823394606473856155648.000000
1021_1254_0,-184260592307145835282432.000000
1021_1521_0,-7766436991606286232584192.000000
1021_1562_0,1037194932604913217175552.000000
1021_1571_0,-3151519932756283849965568.000000
1021_1895_1,-3640371124888616501772288.000000
1022_1093_0,-4294510867107855936258048.000000
1022_1099_0,-8898165056839581748428800.000000
1022_1163_0,-13727708940077105957306368.000000
1022_1192_0,-13727708940077105957306368.000000
1022_1197_1,-1189172758348906633363456.000000
1022_1210_0,-7186739494326709237317632.000000
1022_1355_0,-13727708940077105957306368.000000
1022_1424_0,-9167452331106809451380736.000000
1022_1566_0,-8898165056839581748428800.000000
1022_1567_0,-5734236132208703294144512.000000
1022_1571_0,-13727708940077105957306368.000000
1023_1163_0,-10221403752299479418535936.000000
1023_1192_0,-8898165056839581748428800.000000
1023_1197_0,-13727708940077105957306368.000000
1023_1210_0,-3151519932756283849965568.000000
1023_1254_0,-7766436991606286232584192.000000
1023_1355_0,-5734236132208703294144512.000000
1023_1424_0,-4294510867107855936258048.000000
1023_1453_0,-5724880737617915724955648.000000
1023_1521_0,-2369994277667549256613888.000000
1023_1562_0,-8654642995813093193285632.000000
1023_1567_0,1487754232628138500685824.000000
1023_1571_1,-85465771810901475721216.000000
1023_1895_0,-5390726505800512951025664.000000
1024_1163_0,-12602397238437791001477120.000000
1024_1192_0,-12602397238437791001477120.000000
1024_1197_0,-5724880737617915724955648.000000
1024_1355_0,-4294510867107855936258048.000000
1024_1566_1,2562720173287531406688256.000000
1024_1567_0,-5724880737617915724955648.000000
1025_2154_1,2796754684033463660576768.000000
1026_1082_0,-5734236132208703294144512.000000
1026_1083_0,-5734236132208703294144512.000000
1026_1090_1,4236714549165531359870976.000000
1026_1091_0,-5734236132208703294144512.000000
1026_1092_0,-7890016668703035488206848.000000
1027_1092_1,-2793932082902592489783296.000000
1028_1082_0,-5390726505800512951025664.000000
1028_1083_1,-4927943415049500026208256.000000
1028_1090_0,-5734236132208703294144512.000000
1028_1091_0,-8898165056839581748428800.000000
1029_1082_1,-48868750205728218677248.000000
1029_1083_0,-4523030919502187051614208.000000
1029_1090_0,-5734236132208703294144512.000000
1029_1091_0,-8898165056839581748428800.000000
1029_1108_0,-140716250867180387696640.000000
102_1217_1,4357186593288881520508928.000000
102_1502_0,-4357186593288881520508928.000000
1030_1444_1,-7048483811121996540936192.000000
1031_1347_0,-6616654964770426603962368.000000
1031_1371_0,-4349289586680406934028288.000000
1031_1373_0,-8434695576474628743233536.000000
1031_1415_0,-6020662327931236945756160.000000
1031_1532_0,-4349289586680406934028288.000000
1031_1915_0,-10463404005565678078656512.000000
1031_2136_1,2851768003637235536625664.000000
1032_1370_0,-3517888646217607002718208.000000
1032_1415_0,-14429916316310729224355840.000000
1032_1519_0,-10463404005565678078656512.000000
1032_1531_0,-877645294462941689544704.000000
1032_1532_1,-10463404005565678078656512.000000
1032_1601_0,-1841708585458268333146112.000000
1032_2136_0,-4349289586680406934028288.000000
1033_1579_1,7048483811121996540936192.000000
1034_2003_1,272992732795745417035776.000000
1035_1545_1,-1030798363499662017560576.000000
1036_1989_0,-3723492511549790219141120.000000
1036_1990_0,-635770607370746873249792.000000
1036_2104_0,-6078342183367319490658304.000000
1036_2153_0,-9964092106381634190704640.000000
1036_2160_1,-705311796453016736890880.000000
1037_1885_0,-9776906875163062319448064.000000
1037_1886_0,-9776906875163062319448064.000000
1037_2120_0,-12404105866573024067584000.000000
1037_2137_1,1148973215551634202951680.000000
1038_1649_0,-12245566570640256878510080.000000
1038_1650_0,-9011064132513607066845184.000000
1038_1732_0,-12138864215583950691631104.000000
1038_1774_0,-9011064132513607066845184.000000
1038_1781_0,-3621527856778568657797120.000000
1038_1798_0,-9011064132513607066845184.000000
1038_1799_0,-9011064132513607066845184.000000
1038_1816_0,-10207447142133260032671744.000000
1038_1824_0,-12245566570640256878510080.000000
1038_1840_0,-12138864215583950691631104.000000
1038_1841_0,-9011064132513607066845184.000000
1038_1842_0,-9011064132513607066845184.000000
1038_1843_0,-9011064132513607066845184.000000
1038_1878_0,-13285702074342701166231552.000000
1038_1913_0,-12138864215583950691631104.000000
1038_1931_1,4284225462534254293417984.000000
1038_1945_0,-9011064132513607066845184.000000
1038_1946_0,-772307559475261537779712.000000
1038_1968_0,-12138864215583950691631104.000000
1038_1969_0,-12138864215583950691631104.000000
1038_2031_0,-9011064132513607066845184.000000
1038_2146_0,-9839417697481128381775872.000000
1038_2152_0,-8091292013933956895342592.000000
1039_1649_0,-12138864215583950691631104.000000
1039_1650_0,-8797094675631167753945088.000000
1039_1732_0,-14710942477201145304449024.000000
1039_1774_0,-8797094675631167753945088.000000
1039_1781_0,-12725711140628649893429248.000000
1039_1798_0,-8797094675631167753945088.000000
1039_1799_0,-8797094675631167753945088.000000
1039_1816_0,-6276619191363654991740928.000000
1039_1824_0,-9798857237781119103926272.000000
1039_1840_0,-1873842518548758422093824.000000
1039_1841_0,-8797094675631167753945088.000000
1039_1842_0,-8797094675631167753945088.000000
1039_1843_0,-8797094675631167753945088.000000
1039_1878_0,-11099968388982296838930432.000000
1039_1913_0,-8797094675631167753945088.000000
1039_1931_0,-1040877816518382347878400.000000
1039_1945_0,-8797094675631167753945088.000000
1039_1946_0,-2958041244835665462427648.000000
1039_1968_0,-8797094675631167753945088.000000
1039_1969_0,-8797094675631167753945088.000000
1039_2031_0,-8797094675631167753945088.000000
1039_2146_0,-9839417697481128381775872.000000
103_1249_0,2201369260811912323530752.000000
103_1291_1,2251962191560878726316032.000000
103_1357_0,-4447554669706045001039872.000000
103_1385_0,-3749483774604050660589568.000000
103_1477_0,-3749483774604050660589568.000000
103_1539_0,-3749483774604050660589568.000000
103_1621_0,-8827185659729844444856320.000000
1040_1088_0,-3621527856778568657797120.000000
1040_1165_0,-9327950797373043906707456.000000
1040_1166_0,1312150110613776229203968.000000
1040_1167_0,-5614648849503826437210112.000000
1040_1168_0,-7035062683855351348985856.000000
1040_1169_0,-11607618247533706136780800.000000
1040_1170_0,-7128741325953484158140416.000000
1040_1171_0,-8368419079223057517117440.000000
1040_1179_0,-9157882001028254233788416.000000
1040_1180_0,-9157882001028254233788416.000000
1040_1181_0,-468754540673266930941952.000000
1040_1182_0,-7984220156390088778973184.000000
1040_1183_0,-11607618247533706136780800.000000
1040_1314_0,-8473424712123963974615040.000000
1040_1337_0,-12305854264559511346872320.000000
1040_1448_0,-9157882001028254233788416.000000
1040_2016_0,-9707318484663684344840192.000000
1040_2021_1,-2957175615711842974826496.000000
1040_2045_0,-8703990404309489985519616.000000
1040_2046_0,-12305854264559511346872320.000000
1040_2047_0,-5140450647108256463323136.000000
1040_2050_0,-625338346303634811125760.000000
1040_2056_0,-6270424505744775851278336.000000
1041_1268_1,115873422343208871919616.000000
1041_1297_0,-4425119857304744981692416.000000
1042_2105_1,-1030798363499662017560576.000000
1043_1934_1,272992732795745417035776.000000
1044_1133_0,-6985256049087150093762560.000000
1044_1150_0,-6985256049087150093762560.000000
1044_1151_0,-6985256049087150093762560.000000
1044_2170_1,2952249881182418461786112.000000
1045_1728_0,-7816716957232667325104128.000000
1045_1740_0,-8632620502665645197885440.000000
1045_1745_0,-4576818572519337965387776.000000
1045_1749_0,-9082060115268239081078784.000000
1045_1757_0,-856071862435543101997056.000000
1045_1762_0,-856071862435543101997056.000000
1045_1768_0,-3950047872359557343739904.000000
1045_1776_0,-9257725926700042158080000.000000
1045_1777_0,336917725699238369689600.000000
1045_1796_0,-10207447142133260032671744.000000
1045_1801_0,-856071862435543101997056.000000
1045_2053_0,-1571456696369222137151488.000000
1045_2070_0,-5090023169986268468609024.000000
1045_2081_0,-2867039709815334246547456.000000
1046_1178_0,-11003662473313593442959360.000000
1046_1473_0,-3797945471147073966440448.000000
1046_1484_0,-11003662473313593442959360.000000
1046_1608_1,-2023553208713489720279040.000000
1047_2044_1,-1030798363499662017560576.000000
1048_1128_0,-4280577621578525100212224.000000
1048_1134_0,-4280577621578525100212224.000000
1048_1141_0,-4280577621578525100212224.000000
1048_1153_0,-4280577621578525100212224.000000
1048_1154_0,-4280577621578525100212224.000000
1048_1156_0,-4280577621578525100212224.000000
1048_1240_0,-4280577621578525100212224.000000
1048_1241_0,-4280577621578525100212224.000000
1048_1242_0,-4280577621578525100212224.000000
1048_1379_1,-3227570556493033277227008.000000
1048_1770_0,-7896331287583747261595648.000000
1049_1318_0,-9345971844828565405171712.000000
1049_1817_1,3378268059873998704476160.000000
104_1286_1,-3399703453308323937386496.000000
1050_1177_0,-4479955644360343347527680.000000
1050_1326_1,-4479955644360343347527680.000000
1050_2010_0,-3797945471147073966440448.000000
1051_1411_0,-6413358507080941458948096.000000
1051_1414_1,3270621829760362418798592.000000
1052_1380_1,3309350804544754521473024.000000
1052_1676_0,-6136961126101689741344768.000000
1052_1677_0,-1667432343125564801941504.000000
1052_1746_0,-5280329378696261164597248.000000
1052_1747_0,-8577261116372897088143360.000000
1052_1791_0,-987562824577375216336896.000000
1053_1937_0,-468323617516151686299648.000000
1053_2033_0,-468323617516151686299648.000000
1053_2115_0,-10271985614712995823222784.000000
1053_2116_0,-468323617516151686299648.000000
1053_2156_1,-2078183901107916189466624.000000
1054_1146_0,-6107795675316080101818368.000000
1054_1439_1,-5337944386552777697918976.000000
1055_1797_1,1297124691571538799886336.000000
1055_1932_0,-4965893269039701578219520.000000
1056_1100_0,-2443073718141467077115904.000000
1056_2059_0,-10221403752299479418535936.000000
1056_2069_0,-3044463239196750947287040.000000
1056_2072_0,-6468909310452688865984512.000000
1056_2112_0,-2881825708814872654905344.000000
1056_2113_0,-3044463239196750947287040.000000
1056_2169_1,8827185659729844444856320.000000
1057_1128_0,-4295878407091336792506368.000000
1057_1134_0,-2110144721730933538947072.000000
1057_1141_0,-6385966860648451967811584.000000
1057_1153_0,-12824126772834780969959424.000000
1057_1154_0,-6385966860648451967811584.000000
1057_1156_0,-6385966860648451967811584.000000
1057_1240_0,-4295878407091336792506368.000000
1057_1241_0,-2110144721730933538947072.000000
1057_1242_0,-2110144721730933538947072.000000
1057_1379_0,-8743180423915040086687744.000000
1057_1389_1,-13310499083941716827308032.000000
1057_1390_0,-7199419281778311224623104.000000
1057_1392_0,-7798520952301134601519104.000000
1058_2096_1,-1030798363499662017560576.000000
1059_2079_1,716298555085878202466304.000000
105_1195_1,-5668759755578338596356096.000000
105_1203_0,-5769892032699775852740608.000000
105_1578_0,-3584158347339372062310400.000000
105_1751_0,-10021806254038525606363136.000000
105_1752_0,-10021806254038525606363136.000000
105_1753_0,-7733343964380003244703744.000000
105_1754_0,-10021806254038525606363136.000000
1060_1128_0,-2060045463593599929155584.000000
1060_1369_0,-198274085849719304617984.000000
1060_1529_1,4672436255146178674425856.000000
1061_1481_0,-11003662473313593442959360.000000
1061_1500_0,-7512551176466412112707584.000000
1061_1501_0,-4554300752831410734104576.000000
1061_1557_0,-9792102537120603785134080.000000
1061_1593_0,-2477533002448586267426816.000000
1061_1624_0,-10342332177279930018562048.000000
1061_1669_0,-10079689965828393398173696.000000
1061_1687_0,-4904232119704792525176832.000000
1061_1688_0,595417430074196882358272.000000
1061_1689_0,-1883634732469666348793856.000000
1061_1712_0,-7784218285729839814017024.000000
1061_1743_1,-6789921759806412717817856.000000
1061_1744_0,-6419538321444891856470016.000000
1061_1818_0,-5177225673856089552060416.000000
1061_1926_0,-6367878430804773594726400.000000
1061_1956_0,-7512551176466412112707584.000000
1061_1987_0,-8293380566036284480421888.000000
1061_1993_0,-7454121748901940833550336.000000
1061_2008_0,-946586172303812908285952.000000
1061_2042_0,-7784218285729839814017024.000000
1061_2074_0,-9502421161853398743515136.000000
1061_2140_0,-7512551176466412112707584.000000
1062_1105_0,-10244396226744155153367040.000000
1062_1523_0,-6530113883373426316410880.000000
1062_1587_0,-9100548164353910661709824.000000
1062_1588_0,-9100548164353910661709824.000000
1062_1590_0,-9100548164353910661709824.000000
1062_1636_0,-1865570150757361973723136.000000
1062_1661_0,-12052100308572869610176512.000000
1062_1662_0,-8644197702753065694658560.000000
1062_1663_0,-5415143894058960364240896.000000
1062_2060_0,-8644197702753065694658560.000000
1062_2061_0,-9100548164353910661709824.000000
1063_1514_0,-9070589629592384344948736.000000
1063_1935_0,-912365697306472558362624.000000
1063_2068_1,4491476247006470463291392.000000
1063_2086_0,-4070469990271968509689856.000000
1063_2087_0,-5002961547813681205608448.000000
1063_2088_0,-11099968388982296838930432.000000
1063_2089_0,-13285702074342701166231552.000000
1063_2090_0,-1792152393801077031436288.000000
1063_2092_0,-11099968388982296838930432.000000
1064_1305_0,-7665093021824423129251840.000000
1064_1576_0,-11099968388982296838930432.000000
1064_1929_1,-13285702074342701166231552.000000
1065_1176_1,2198159003147291756331008.000000
1067_1236_0,-4952098140098156782682112.000000
1067_1878_0,-4199772144659830262464512.000000
1067_2146_1,5614648849503826437210112.000000
1068_2172_0,-2752584336872238724677632.000000
1069_2172_1,-2752584336872238724677632.000000
106_1559_0,-10143267442954587730870272.000000
106_1560_1,-1521638657888355981721600.000000
1070_1370_0,-6413358507080941458948096.000000
1070_1600_1,-5171500891150718857117696.000000
1071_1270_0,-2407420841119205700927488.000000
1071_1465_1,-2407420841119205700927488.000000
1071_1884_0,-3807864234378636325552128.000000
1072_1185_1,-3726469777237562066206720.000000
1073_1612_0,1523407109650399340003328.000000
1073_1705_1,-1523407109650399340003328.000000
1074_1412_1,-1818796584696352241352704.000000
1074_2173_0,-10212369924310757357387776.000000
1075_1251_0,-14932478578754991339601920.000000
1075_2028_0,-6217183298679266472886272.000000
1076_1153_0,-5369307996233545912680448.000000
1076_1240_0,-2312391454106980542578688.000000
1076_1241_0,-4498125139467384601444352.000000
1076_1651_1,-9011064132513607066845184.000000
1077_1178_0,-4479955644360343347527680.000000
1077_1473_1,11003662473313593442959360.000000
1077_1482_0,-4479955644360343347527680.000000
1077_1484_0,-12274779439423020976832512.000000
1077_1608_0,-12274779439423020976832512.000000
1077_1764_0,-12274779439423020976832512.000000
1078_1979_1,-611020998673060138582016.000000
1079_1464_1,-1030798363499662017560576.000000
107_1084_0,-7890016668703036561948672.000000
107_1086_0,-7890016668703036561948672.000000
107_1095_0,-2477437549079547399372800.000000
107_1108_0,-5228791650967355459108864.000000
107_1173_1,-7890016668703036561948672.000000
107_1175_0,-3432050923622459506688000.000000
107_1423_0,-7890016668703036561948672.000000
1080_1104_1,7048483811121996540936192.000000
1081_1093_0,-3151519932756283849965568.000000
1081_1099_1,2271243163346598027591680.000000
1081_1163_0,-4076928895837032352317440.000000
1081_1192_0,-8898165056839581748428800.000000
1081_1197_0,-9167452331106809451380736.000000
1081_1254_0,-8654642995813093193285632.000000
1081_1355_0,-402530332495934946017280.000000
1081_1521_0,-5724880737617915724955648.000000
1081_1562_0,-2401687014204850833457152.000000
1081_1566_0,-6692461653612775669235712.000000
1081_1567_0,-13727708940077105957306368.000000
1081_1571_0,-2108777181747451608956928.000000
1081_1895_0,-8898165056839581748428800.000000
108_1297_0,-4456199457650243719397376.000000
108_1398_0,-47483841144715883839488.000000
108_1399_1,312555151100020562853888.000000
108_1436_0,-14414206070479719569031168.000000
108_1506_0,-510266931895729278418944.000000
109_1188_0,-5482856994133745023844352.000000
109_1189_0,-5337944386552777697918976.000000
109_1204_1,-8375921922218786472067072.000000
109_1205_1,-2532296133594538141810688.000000
109_1227_0,-7668590679494148277403648.000000
109_1285_0,-7668590679494148277403648.000000
109_1287_0,-14012706460175340094357504.000000
109_1325_0,-5095622819049588108820480.000000
109_1515_0,-7620814234790564162699264.000000
109_1518_0,-611802738205532650209280.000000
109_1584_0,-1557343349877139751043072.000000
10_1139_0,-13420587109489371152121856.000000
10_1221_0,-10463404005565678078656512.000000
10_1222_0,-4691329895041183915180032.000000
10_1229_0,241814261182868383334400.000000
10_1259_0,-2868380515293867899092992.000000
10_1261_1,2449678470190259805093888.000000
10_1417_0,-6580531660596278150037504.000000
110_1165_0,-9327950797373043906707456.000000
110_1168_0,-7035062683855351348985856.000000
110_1169_0,-11607618247533706136780800.000000
110_1170_0,-8632620502665645197885440.000000
110_1171_0,-4560554919759478983229440.000000
110_1179_0,-5054114200654271152652288.000000
110_1180_0,-1943919424177534870224896.000000
110_1181_1,-11305684180413965014138880.000000
110_1182_0,-9038980217818439642775552.000000
110_1314_0,-6287691026763559647313920.000000
110_1337_0,-505658584761669945131008.000000
110_1448_0,-1943919424177534870224896.000000
110_2021_0,-7984220156390088778973184.000000
110_2045_0,-8703990404309489985519616.000000
110_2046_0,-10463404005565678078656512.000000
110_2047_0,-13420587109489371152121856.000000
111_1165_0,-9327950797373043906707456.000000
111_1166_0,-4833041653908737099825152.000000
111_1168_0,-7901893523122617130680320.000000
111_1169_0,-7901893523122617130680320.000000
111_1170_0,-7128741325953484158140416.000000
111_1171_0,-8368419079223057517117440.000000
111_1179_0,-7035062683855351348985856.000000
111_1180_0,-7035062683855351348985856.000000
111_1182_0,-7984220156390088778973184.000000
111_1183_1,-3848664103188059232665600.000000
111_1314_0,-5824907936012546722496512.000000
111_1337_0,-7035062683855351348985856.000000
111_1448_0,-7035062683855351348985856.000000
111_2021_0,-625338346303634811125760.000000
111_2045_0,-8703990404309489985519616.000000
111_2046_0,-7035062683855351348985856.000000
111_2047_0,-7035062683855351348985856.000000
112_1342_0,-8293380566036284480421888.000000
112_1437_1,-1473750564113432184881152.000000
112_1440_0,-10479114251396687733981184.000000
113_1133_1,3017775593320493225082880.000000
113_1150_0,-3017775593320493225082880.000000
113_1151_0,-3017775593320493225082880.000000
114_1310_0,-10143267442954587730870272.000000
114_1315_1,-9035982028434618609303552.000000
114_1575_0,-10143267442954587730870272.000000
115_1129_0,-2388810533285779872940032.000000
115_1130_0,-8743180423915040086687744.000000
115_1206_1,7896331287583747261595648.000000
115_1553_0,-5690739017796548542070784.000000
115_1555_0,-11005161575365045848637440.000000
116_1128_0,3701370954540035877109760.000000
116_1134_1,5481657935113922526838784.000000
116_1141_0,-14515268722619602209603584.000000
116_1153_0,-14932478578754991339601920.000000
116_1154_0,-5690739017796548542070784.000000
116_1156_0,-5690739017796548542070784.000000
116_1202_0,-12602397238437791001477120.000000
116_1240_0,-198274085849719304617984.000000
116_1241_0,-11063845084808148385005568.000000
116_1242_0,-6199445108635037473964032.000000
116_1379_0,-3156677703262629917622272.000000
116_1389_0,-5724880737617915724955648.000000
116_1390_0,-7457415988935702182100992.000000
116_1651_0,-7288383747396328428142592.000000
117_1106_0,-5390726505800512951025664.000000
117_1107_1,-2793932082902592489783296.000000
117_1253_0,-8898165056839581748428800.000000
118_1226_1,2198159003147291756331008.000000
119_1127_0,-12404105866573024067584000.000000
119_1213_1,4749393428635710147002368.000000
11_1116_1,-2422606828937631382896640.000000
11_1117_0,-12305854264559511346872320.000000
11_1139_0,-7667046545076352431685632.000000
11_1221_0,-7667046545076352431685632.000000
11_1222_0,-12384892051987672558731264.000000
11_1229_0,-13420587109489371152121856.000000
11_1259_0,-7667046545076352431685632.000000
11_1261_0,-10463404005565678078656512.000000
11_1417_0,-6580531660596278150037504.000000
120_1153_0,-8617047812548235519590400.000000
120_1202_1,-5555152224221472757907456.000000
120_1240_0,-5369307996233545912680448.000000
120_1241_0,2532296133594538141810688.000000
120_1770_0,-6175905417927494475972608.000000
121_1258_0,-1943919424177534870224896.000000
121_1350_1,2449678470190259805093888.000000
